customer_id,normal_score,exponential_wait_time,uniform_value,income_estimate,risk_category,priority_level,account_type,is_active,missing_test
CUST_00067,65.05299346838036,1.996956000451087,-0.27999012404793966,2.8623758471806666,A,Low,Type1,True,26.0
CUST_00068,55.424540375714514,2.641860030253711,1.5439977346910165,11.742400813636348,A,Low,Type2,True,23.0
CUST_00069,40.323203680923136,0.28213125940532086,-9.125218553821053,1.882992362312793,A,Medium,Type1,True,30.0
CUST_00070,55.42093408262621,2.5163298182542198,-7.539934097525087,17.25624682433848,A,Low,Type1,True,10.0
CUST_00071,73.07054849698955,4.79450641257849,1.1728479290085065,2.1543233536633073,A,High,Type1,True,72.0
CUST_00072,49.46260941335073,0.3961291215602891,-3.1366529365468354,12.836593222155637,A,Low,Type1,True,89.0
CUST_00073,73.4696548372101,0.5424191833743239,4.583469750988961,13.81328670461132,A,Low,Type1,True,64.0
CUST_00074,10.703823438653835,7.108354077723023,3.0458329718387933,3.6811609632450133,B,Medium,Type1,True,22.0
CUST_00075,62.32853756562836,0.3992861095103158,6.912087259798135,13.22391016393398,B,Medium,Type1,True,15.0
CUST_00076,51.30570602357257,3.853579535513316,3.8498565333845054,9.587328353074273,A,Medium,Type1,True,56.0
CUST_00077,45.51488974301199,1.3556418851070982,-1.4013784521970365,4.310949337607893,C,High,Type1,False,74.0
CUST_00078,51.37641164803254,0.5679939399887409,3.4593324478886487,2.695126968652653,A,Low,Type2,True,20.0
CUST_00079,20.186466280986608,4.092012003489698,-4.49237651489163,1.0380815106801191,A,Low,Type1,True,47.0
CUST_00080,46.70492168243732,1.1786746511199115,-3.873730024435746,10.481900913280832,B,High,Type1,False,87.0
CUST_00081,55.3566885726762,1.4464597382022362,5.779703198415866,1.54526779996197,B,High,Type1,False,53.0
CUST_00082,72.16841067112274,0.8901799183556157,-1.071609671968357,8.128238223833907,C,Low,Type1,True,53.0
CUST_00083,42.22594672589529,1.797642685370157,5.96760681036705,5.677731583817285,A,Low,Type1,True,1.0
CUST_00084,37.87259595660218,0.35711459523526273,6.448447473365569,14.5725959529513,B,Medium,Type1,True,2.0
CUST_00085,42.47364434623195,0.9921418127269471,7.151246753225674,5.462761879010235,A,Medium,Type2,False,58.0
CUST_00086,63.731031765531114,6.974316083642288,8.332704716824146,5.315102058860427,B,Low,Type1,False,19.0
CUST_00087,54.93126664489527,0.5971717608480124,-1.3802955897340752,15.36159716312863,B,Medium,Type1,True,62.0
CUST_00088,42.05359694349442,2.1385147690342055,-3.6226636335772238,10.330059355860579,A,High,Type2,True,78.0
CUST_00089,57.699011496700344,0.7866484087778541,1.6439749318822763,10.13663366337196,A,Low,Type2,False,72.0
CUST_00090,51.456163240220604,2.96978338141433,-2.576551531247448,11.813791141236248,B,Low,Type1,True,12.0
CUST_00091,64.52967485799334,0.2805335592202735,2.0214833360046587,1.5911036211269085,A,Low,Type2,True,26.0
CUST_00092,39.469203591839715,7.0012209088488,4.111717252876492,15.74918597780327,A,Low,Type1,False,27.0
CUST_00093,45.085067801033475,1.2095018443294756,3.768100369842738,13.632665584016069,B,Low,Type2,False,29.0
CUST_00094,44.118377703017636,0.5385070869954405,-2.508942259597573,2.673308573604586,A,Medium,Type1,False,15.0
CUST_00095,28.04727577801822,0.15267544511187414,-6.662795966024944,5.788768220194402,B,Medium,Type1,True,46.0
CUST_00096,54.44180415596864,0.37207588020918786,-1.3894132307558493,7.104246560551103,A,Medium,Type1,True,1.0
CUST_00097,53.91582908269834,1.466996690859163,-7.148117118361825,6.459185431172808,A,Medium,Type1,True,60.0
CUST_00098,50.07670184963691,0.8219701596103333,7.801940703676166,10.317690709647726,B,Low,Type1,True,92.0
CUST_00099,46.481192999372794,3.530819768244315,-3.0824507852428518,30.918873237352678,A,Low,Type1,True,57.0
CUST_00100,,1.1273543813711848,-6.910805055533524,21.796877545374574,A,Low,Type1,True,3.0
CUST_00101,,0.571938473951702,-9.491044801884982,1.9892959985425893,B,Low,Type1,True,18.0
CUST_00102,,1.9201978331469356,2.916447725729686,13.764185847886582,A,Medium,Type1,False,52.0
CUST_00103,,2.4536452139186897,2.7380463490948657,27.908556308502135,A,Medium,Type1,True,60.0
CUST_00104,,0.36554389537169363,-3.187916668374166,10.878719273749597,A,Low,Type1,True,34.0
CUST_00105,,0.3669305402615214,-8.56576222304698,21.998635422529883,B,Low,Type1,True,96.0
CUST_00106,,0.07472145601896547,-1.8074221020953587,55.27222078523378,B,Low,Type2,True,93.0
CUST_00107,,2.666660241579668,-3.775650098732129,20.567446237572046,B,Low,Type1,False,89.0
CUST_00108,,2.180125050294198,3.542412794700187,9.481178241687143,A,Low,Type1,True,60.0
CUST_00109,,1.2873083392705855,2.115584989053808,21.01189012839298,B,Low,Type1,True,26.0
CUST_00110,21.21843177051438,3.7179849813523003,-2.7081254360492,8.541083156715748,A,High,Type1,True,72.0
CUST_00111,49.602291868261744,3.2763966423387028,-5.642148914900198,7.567804835416251,A,Low,Type1,True,19.0
CUST_00112,50.9034531491154,1.7606620272718432,9.760719323111836,5.19962113503667,A,Low,Type1,True,22.0
CUST_00113,86.94863168727929,4.054021253058005,-0.9199675760777026,35.28342683144473,B,Medium,Type2,True,93.0
CUST_00114,47.114585528283165,0.4609437007411471,3.7654847156047406,3.2594919316899134,B,Low,Type1,True,33.0
CUST_00115,54.523210135004184,0.23738604278056916,-7.1889406484327845,34.204859502059165,A,Medium,Type1,True,38.0
CUST_00116,49.47932345442135,0.6287356114562159,-0.2882060068120431,12.180838761444834,A,Low,Type1,True,35.0
CUST_00117,32.46982943570702,0.11756221345992542,-9.44926560261069,1.823383471007513,B,High,Type2,True,67.0
CUST_00118,67.14234221772531,1.5150280856678877,0.1091023582089985,10.672275381900272,A,Low,Type1,True,83.0
CUST_00119,61.27899549030161,5.516762410803933,9.280348142354047,0.9048134332387976,C,Medium,Type1,True,10.0
CUST_00120,61.865479205645705,0.08027683281876447,-2.3158657402839955,13.811588923750437,A,Low,Type1,False,91.0
CUST_00121,36.35918817807892,0.2604677599662335,-9.220079748501767,17.907712446573438,A,Medium,Type1,False,15.0
CUST_00122,71.04191466404149,1.2036864966038618,-9.38088418161313,4.086316873220257,A,Medium,Type1,True,11.0
CUST_00123,28.972234058115788,5.432417307751989,-2.24026480106261,8.360746320972122,A,Low,Type1,True,90.0
CUST_00124,58.80285640700406,0.760051222113574,-6.799501270736119,52.15173413645963,C,Low,Type2,True,24.0
CUST_00125,82.85683438714968,1.4154450075426903,-9.532958073436282,4.45600799011905,A,Medium,Type1,True,77.0
CUST_00126,35.14195512303968,0.08492346600210339,5.124272279003536,2.56277950321933,B,Medium,Type1,False,96.0
CUST_00127,41.50553405595842,0.32114330267283786,-0.8295398223621859,32.51376058893795,A,Low,Type1,True,4.0
CUST_00128,51.49477047631462,8.629502169066757,-4.2151045605469095,52.593218760562394,A,Low,Type1,True,13.0
CUST_00129,42.44786518825701,6.711608615639818,8.001663660329616,7.416414147584753,A,Low,Type1,True,73.0
CUST_00130,26.74004853400801,0.009904445947655232,-7.677220795989488,20.317102832579437,A,Medium,Type1,True,57.0
CUST_00131,51.02844462209041,6.065281597357631,9.118376579106386,28.260806503145417,C,Low,Type1,True,98.0
CUST_00132,34.06544429410843,2.038419227137002,-3.7206656524529436,3.516674390005384,A,Medium,Type1,False,37.0
CUST_00133,57.10388645952772,4.048669133953021,7.768073446173624,4.5480299657057115,A,Medium,Type1,True,48.0
CUST_00134,36.20863648649295,1.212984538184019,2.058857529589231,25.301774032952462,A,Low,Type1,False,71.0
CUST_00135,73.24901607526309,1.4496721373955421,6.53414719482975,39.84569139081224,A,Low,Type2,True,1.0
CUST_00136,38.251200614956446,1.34217099901772,9.680263264209287,12.973137327527269,A,Low,Type1,True,60.0
CUST_00137,45.16907725691487,2.1984104741311667,-4.2318912436250855,3.065423235560347,B,Medium,Type1,True,12.0
CUST_00138,62.202758260545046,0.30083490841891436,9.22270970815186,53.896261290655566,A,Low,Type1,True,21.0
CUST_00139,31.53703525349067,0.06086396183994254,-2.210362101951593,4.345014527404391,A,Low,Type1,True,11.0
CUST_00140,53.41189901906194,0.7361361760275618,-2.289761905261553,5.284945033676884,A,Low,Type2,True,44.0
CUST_00141,69.60714131423643,2.439396695081679,-3.192257914909886,10.405534566902542,C,Medium,Type1,False,58.0
CUST_00142,25.88775148158159,0.4509261088732207,0.8281521469517035,34.95845724670444,A,Medium,Type1,True,44.0
CUST_00143,52.769507877984566,2.238236818663958,-6.917099136430258,17.356654483081115,A,Medium,Type1,True,78.0
CUST_00144,53.89824191372635,7.007260780458419,1.0742297071602245,11.188265438697098,A,Low,Type1,True,98.0
CUST_00145,61.72734307665966,0.19721278744357393,0.8340962482000798,11.743366525125921,A,Medium,Type1,True,34.0
CUST_00146,31.445739336828773,2.2331581678090724,5.2380362520974,7.7176866982246075,A,Low,Type1,False,25.0
CUST_00147,30.193150803735854,1.173075679514347,6.672999238751711,12.91177278941779,A,Medium,Type2,False,4.0
CUST_00148,57.829123484253465,4.052063244387033,-1.1911729937515183,0.588863967098955,B,Low,Type2,True,64.0
CUST_00149,54.45477009849779,0.3899621981172876,-3.9533350129701255,5.492549518700473,A,Medium,Type1,True,90.0
CUST_00150,53.75739275518815,2.3593797527607077,-4.813302053658111,9.40575687115354,B,Low,Type1,True,16.0
CUST_00151,55.19672314245464,3.6417417231952913,-6.107523265902561,2.3372754569776295,A,Low,Type2,True,10.0
CUST_00152,39.79962917632264,5.786864774760546,-8.847048356019503,10.87344216818984,A,Medium,Type1,False,66.0
CUST_00153,53.48380545741505,2.299272469969244,-3.1510404233057336,6.022658535407437,A,Low,Type1,True,35.0
CUST_00154,54.39608709948022,1.3750252252230792,-4.595046157384335,42.754553242836366,A,Low,Type1,False,83.0
CUST_00155,39.28472872960448,1.923869711101883,9.328347717328146,35.62400559993134,B,Low,Type2,True,6.0
CUST_00156,77.98661766717134,4.0636658187358226,1.154176525000878,4.637588127009999,A,Low,Type2,False,19.0
CUST_00157,57.10749381367681,1.6907781841380116,-3.054459219389849,6.354494059138258,A,Medium,Type1,True,59.0
CUST_00158,32.13044754196027,0.06171663546781039,1.6093520198739206,6.862367057890475,A,Medium,Type1,False,53.0
CUST_00159,59.84830412950745,5.345811014598346,-7.21606597308609,4.70365809392619,C,Medium,Type1,True,8.0
CUST_00160,35.379774946590175,2.3393150720223006,-1.119125015955941,8.98022541622104,A,High,Type1,True,78.0
CUST_00161,61.806269056136784,2.257195087758978,2.524686428421276,3.461555072821642,C,Medium,Type1,True,10.0
CUST_00162,67.37893368511106,0.4858639960360479,-0.2220433641509718,2.385442555677154,A,Medium,Type1,True,67.0
CUST_00163,37.68976522472434,2.1510739873361775,-1.9644239869135145,13.77301473663685,A,Low,Type1,True,38.0
CUST_00164,64.45064193866483,1.0013031297917176,9.876967777993965,13.867244996694536,A,Low,Type2,False,29.0
CUST_00165,56.191713904047475,2.106702271374473,7.60629524297854,3.3058189715080455,A,Medium,Type1,True,15.0
CUST_00166,62.33090239991735,0.2254261375653921,2.4681191631888026,18.089930016354483,A,Medium,Type1,True,87.0
CUST_00167,78.4518947398092,2.144984636931713,1.3875472236456545,3.929146673322701,A,Low,Type1,False,23.0
CUST_00168,46.31917825995694,14.883445819408811,2.413209596491681,9.517814356447662,C,Medium,Type1,False,82.0
CUST_00169,38.693957534637654,0.09882599778860138,-5.9737578435513345,16.782623113207716,B,High,Type1,True,46.0
CUST_00170,36.65728355561715,7.559726225124457,-2.097245134713628,7.144818690169266,B,Medium,Type2,True,83.0
CUST_00171,37.762845725518424,1.0448113649091946,-9.210809342182014,11.64341649020638,A,Low,Type2,True,28.0
CUST_00172,48.843474358788434,4.092066922031506,-0.4890792502634671,4.408658094146407,A,Low,Type1,True,26.0
CUST_00173,55.117279622249654,3.050060113868585,0.8604916791532631,6.071061198560164,A,Medium,Type1,False,10.0
CUST_00174,54.150361989950284,1.6741102118531048,-5.445005277935808,6.014303621767721,B,Low,Type2,False,47.0
CUST_00175,62.40774873554036,2.682253571705317,9.280576943310276,3.502306156807403,C,Low,Type1,True,4.0
CUST_00176,50.19502837816861,4.215938201916679,8.18909221874484,6.191800005325207,A,Low,Type1,False,55.0
CUST_00177,71.80301115735975,1.0355001572974054,4.442864709118117,1.5704806219394336,A,Low,Type1,True,66.0
CUST_00178,46.03014750143066,0.7921184495820129,0.6677325753072516,4.52151110327805,A,Low,Type2,True,67.0
CUST_00179,90.80253749884429,2.202792634344614,7.3993831929536995,5.5573673983766,A,Medium,Type1,False,7.0
CUST_00180,59.385010216475095,3.2989156859421467,-7.386953123530741,5.719150312001354,A,High,Type1,True,55.0
CUST_00181,37.14263665375576,2.873366737641024,5.8101958854977,5.803740097518028,A,Low,Type2,False,80.0
CUST_00182,33.93661252908332,3.197130952895551,-7.503583720663034,6.946485165994962,B,Low,Type1,True,31.0
CUST_00183,57.23708622864778,1.143924993483773,5.8842132509881075,11.93459729954799,A,Low,Type1,False,74.0
CUST_00184,46.64805822011223,3.4056762127717266,-4.484648634972861,17.716866122247296,A,Low,Type1,True,19.0
CUST_00185,60.71000741138138,0.2561419253071429,7.541811620363777,3.8583312569623356,C,Low,Type2,True,28.0
CUST_00186,57.09856436860317,1.5726712566885659,8.880841876507958,2.2184286825255177,A,Medium,Type1,True,81.0
CUST_00187,48.90756631014691,0.011550611032507709,-7.024080611897688,2.60636254341131,A,Low,Type2,True,28.0
CUST_00188,37.29809422897392,0.7848583818863757,-0.7464878986921306,4.539410141375199,A,Low,Type1,False,19.0
CUST_00189,27.277291629712032,0.9128691252583723,9.619747563253704,5.19698516860006,A,Low,Type1,True,87.0
CUST_00190,43.302275718994686,1.0089340703773348,-0.3318512805370677,3.4212429947575944,A,Low,Type2,True,20.0
CUST_00191,62.84598191485209,2.3779530040622885,7.270950450290904,2.021587989019215,B,Low,Type1,True,13.0
CUST_00192,53.21140616195306,0.983870685422813,1.7746304426263961,4.682720163166481,A,Medium,Type1,False,77.0
CUST_00193,31.31391831932018,1.190929171127857,-2.4934018416079624,8.858935583646426,A,Low,Type1,True,43.0
CUST_00194,52.59771388776773,0.5424212974639558,-4.284328889482596,13.396982108863916,A,Medium,Type1,False,11.0
CUST_00195,55.77976069593255,0.9344208011013524,-5.935538178278255,4.231586352101487,A,Low,Type1,True,48.0
CUST_00196,36.74213845698301,0.5156501950660977,5.235963827553945,4.889070374043911,B,Low,Type1,False,15.0
CUST_00197,52.305876589182915,0.15202617651077444,-2.2691898635394425,2.9250210906974794,B,Medium,Type1,True,17.0
CUST_00198,50.87313077669,1.8498991906369124,0.22550924401502215,7.160364085609665,A,Low,Type2,False,54.0
CUST_00199,32.85544553254066,2.206522950142138,-0.15349039997636105,3.1631594871799416,B,Low,Type1,True,50.0
CUST_00200,55.36681040522425,1.9324874602968365,1.5455805846626252,13.106755879205327,N,Low,Type2,True,28.0
CUST_00201,58.41176789552352,1.2453552300338948,7.311542912491046,1.2387880319478062,N,Medium,Type1,False,83.0
CUST_00202,66.24576864762915,0.9553806895597998,9.614786871668588,5.157078967057326,N,Low,Type1,True,4.0
CUST_00203,65.80703078052355,3.98042544378951,-1.8483158285236616,9.98523337538203,N,Low,Type1,False,22.0
CUST_00204,29.334959480643633,1.4641161096031872,6.5503784421260605,8.88029268357092,N,Low,Type1,True,86.0
CUST_00205,35.93262440127316,1.3047087830304989,5.2905558930943535,109.18390517934245,A,Medium,Type1,True,39.0
CUST_00206,57.7255290081299,0.051953107884028946,1.470579029111466,10.483473078037036,A,Low,Type1,True,34.0
CUST_00207,57.706789263683135,0.8348157628215953,9.120942872238661,2.707282605318095,C,Low,Type2,True,97.0
CUST_00208,57.72571529459072,0.9567027297976104,-5.990509689431944,6.716288886192856,B,Medium,Type2,False,44.0
CUST_00209,107.79097235982081,1.0177310283959984,-7.814715793807572,1.250762876721858,A,High,Type1,True,42.0
CUST_00210,58.56335766039751,1.7358221097305413,7.079239339108444,6.816868830747064,B,Medium,Type2,False,40.0
CUST_00211,67.03348460270898,1.5254342087057378,-1.2170036673250344,3.2121610759287966,A,Low,Type1,True,97.0
CUST_00212,64.31002645239803,1.8725027165496395,6.93937708414121,18.456013928540074,A,Low,Type1,True,12.0
CUST_00213,59.77086876958697,2.8953462575737623,7.861804103908298,4.265074827781813,A,Low,Type2,True,2.0
CUST_00214,45.27096133039482,3.3531408029703296,-8.750848127618571,6.574733758267198,A,Medium,Type1,False,28.0
CUST_00215,61.38453830739901,2.532569487662782,7.669295259721213,3.913539308693987,B,Low,Type1,True,74.0
CUST_00216,38.40762178193643,6.225597450008411,-1.0336188926115568,42.04966214787269,A,High,Type1,True,86.0
CUST_00217,46.44772089889987,0.03680168916540005,0.2086497800846452,5.358891981705128,B,Medium,Type1,False,81.0
CUST_00218,42.71954678256345,0.4357598214250259,2.531850221864204,46.1804728649717,A,Low,Type1,True,90.0
CUST_00219,51.22811209079484,0.015183237062831378,8.527652134601734,16.67902200000297,A,Medium,Type1,True,67.0
CUST_00220,84.71987850010262,2.0852658528155033,-9.61767811140472,11.965969275749503,A,Low,Type2,True,71.0
CUST_00221,21.99102211112378,4.566164020132954,-0.46313063364365803,10.68384884458307,A,Medium,Type1,True,72.0
CUST_00222,60.2939028556177,0.558058688555547,3.754440848611214,10.955014517234059,A,Low,Type1,True,84.0
CUST_00223,25.809261932155223,5.235538332447438,4.454139153964569,1.075007266029927,A,Low,Type1,False,76.0
CUST_00224,42.9210220131585,0.12431980387744128,3.8506486307421603,5.590767664139806,A,Low,Type1,True,99.0
CUST_00225,66.33425895451049,5.449457846000236,-7.311297411837563,17.204276234163398,A,Medium,Type1,False,81.0
CUST_00226,50.96420028643194,0.8665649586130768,-4.012088232566375,7.036443209140149,A,High,Type1,True,92.0
CUST_00227,33.83382833106041,0.21388092278387372,-2.8256894916597304,1.812686779500863,A,Low,Type2,True,10.0
CUST_00228,39.27044436110047,1.3305650977988233,6.088744153590099,7.01180775016869,B,Medium,Type2,True,86.0
CUST_00229,60.19396623402014,0.5935171261563438,-4.4248025517089395,40.61370276756786,C,Low,Type2,True,57.0
CUST_00230,39.04450052424295,0.6705899851833239,-5.785900722655937,25.710300661103442,A,Low,Type2,False,97.0
CUST_00231,53.246878843729625,0.7342875743225572,9.148960380761924,6.9448195325448925,A,Medium,Type1,True,86.0
CUST_00232,50.68357759855721,3.249366039930847,-9.822734297730623,19.13366362345038,A,Medium,Type2,True,37.0
CUST_00233,40.22599478591275,1.5494142762765208,9.956417113639564,5.12173362120633,C,Low,Type1,False,77.0
CUST_00234,82.15916133987989,0.7459213915069051,3.5364259771479123,1.344642815596866,A,Low,Type1,True,91.0
CUST_00235,59.50878533477017,1.8849295219090247,6.56938598898234,2.931557969368384,A,Low,Type1,True,64.0
CUST_00236,19.622861200135894,2.5186234492962027,-4.107612073076137,35.26492234119717,A,Low,Type1,True,79.0
CUST_00237,52.796814721541416,0.6366234844160921,-9.7136944466588,5.6181752252797805,A,Low,Type1,False,86.0
CUST_00238,40.07320302847418,1.0673326679182042,4.757390371230601,5.792801468663298,A,Medium,Type2,True,94.0
CUST_00239,62.78650002194336,0.2599579190428011,6.682891940013516,5.474833168465344,B,Low,Type1,False,40.0
CUST_00240,38.11218892350949,0.39970713544427744,4.809522639070384,49.60723001666518,A,Low,Type1,False,98.0
CUST_00241,48.278953377996515,2.2858673852523403,-7.142994253983228,37.56072345095354,A,Medium,Type1,False,60.0
CUST_00242,57.57480918470686,0.4004131229672945,5.068558445139381,67.95054991144937,A,Medium,Type1,False,98.0
CUST_00243,62.98632791255182,1.4895689994642,5.378455642152819,6.3025530012227255,A,Medium,Type1,False,48.0
CUST_00244,31.995553894163358,2.469181998879371,3.1708103134010983,9.930635646495704,C,Medium,Type1,True,99.0
CUST_00245,44.98248146238578,0.22606176704094086,5.322318655911724,1.6215094109116672,A,Low,Type1,True,19.0
CUST_00246,42.87582033258566,1.6754777451362937,6.918428793554643,32.360366767988005,B,Medium,Type1,False,72.0
CUST_00247,40.200061511394324,0.5929419201849683,2.2720822847491675,2.2984165946208095,A,High,Type1,False,33.0
CUST_00248,76.48181360421646,6.589725943615852,-8.227905720606419,9.177690227444288,A,Medium,Type1,True,44.0
CUST_00249,56.07472566441433,1.3215367426536142,-0.2474438066557827,2.466246779110352,C,Low,Type1,True,92.0
